Altitude [m],Time [s]
2152.75,87.52
2152.59,87.601
2152.59,87.683
2152.41,87.763
2152.21,87.844
2151.79,87.925
2151.81,88.006
2151.97,88.09
2151.97,88.171
2151.45,88.253
2151.24,88.334
2151.11,88.415
2150.77,88.496
2150.9,88.578
2150.69,88.658
2150.69,88.742
2150.92,88.823
2150.52,88.904
2150.42,88.985
2150.5,89.067
2150.32,89.148
2150.32,89.229
2150.18,89.311
2149.97,89.394
2150,89.476
2149.57,89.556
2149.56,89.637
2149.56,89.718
2149.61,89.799
2149.38,89.881
2149.25,89.962
2149.36,90.046
2148.7,90.127
2148.51,90.208
2148.51,90.289
2148.55,90.371
2148.34,90.451
2147.93,90.532
2147.77,90.613
2147.33,90.695
2147.33,90.778
2147.37,90.86
2147.15,90.941
2147.02,91.022
2147.11,91.104
2146.86,91.185
2146.86,91.266
2146.65,91.347
2146.86,91.43
2146.5,91.512
2146.12,91.593
2146.03,91.674
2145.86,91.756
2145.86,91.837
2145.89,91.918
2145.52,91.999
2145.56,92.083
2145.42,92.164
2145.24,92.244
2145.24,92.326
2145.25,92.407
2144.83,92.488
2144.66,92.569
2144.45,92.651
2144.38,92.735
2144.38,92.816
2144.37,92.897
2144.03,92.979
2143.95,93.06
2143.82,93.14
2143.56,93.221
2143.56,93.303
2143.53,93.386
2143.37,93.468
2143.18,93.549
2143,93.63
2142.74,93.711
2142.67,93.793
2142.67,93.874
2142.72,93.955
2142.77,94.035
2142.46,94.119
2142.27,94.2
2142.15,94.282
2142.15,94.363
2142.27,94.444
2142.32,94.525
2142.14,94.606
2141.84,94.688
2141.64,94.771
2141.64,94.853
2141.64,94.934
2141.41,95.014
2141.04,95.095
2140.95,95.176
2141.09,95.258
2140.61,95.339
2140.61,95.423
2140.44,95.504
2140.52,95.585
2140.31,95.666
2140.07,95.748
2139.91,95.828
2139.91,95.909
2140.01,95.99
2139.54,96.071
2139.4,96.155
2139.38,96.236
2139.33,96.318
2139.33,96.399
2138.84,96.48
2138.85,96.561
2138.51,96.642
2138.48,96.723
2138.28,96.806
2137.95,96.888
2137.95,96.969
2137.81,97.05
2137.7,97.131
2137.36,97.213
2137.31,97.294
2137.42,97.375
2137.42,97.459
2137.31,97.54
2136.9,97.62
2136.65,97.702
2136.71,97.783
2136.3,97.864
2136.3,97.946
